ApplicantYears,AnnualEarnings,RequestedSum,TrustMetric,WorkDuration,ActiveAccounts,OfferRate,RepayPeriod,DebtFactor,OwnsProperty,FamilyObligation,JointApplicant,QualificationLevel_High School,QualificationLevel_Master's,QualificationLevel_PhD,WorkCategory_Part-time,WorkCategory_Self-employed,WorkCategory_Unemployed,RelationshipStatus_Married,RelationshipStatus_Single,FundUseCase_Business,FundUseCase_Education,FundUseCase_Home,FundUseCase_Other,RiskFlag
31,94600,99341,349,20,3,11.36,12,0.21,1,0,0,False,False,True,True,False,False,True,False,False,True,False,False,0
61,132051,58104,382,5,2,2.61,24,0.22,1,1,1,False,False,True,False,False,False,False,False,True,False,False,False,0
56,24007,86669,454,86,2,6.12,60,0.82,1,0,0,False,False,False,False,False,False,True,False,True,False,False,False,0
64,95348,162696,567,79,3,4.27,48,0.52,0,0,1,False,False,True,False,False,False,False,True,False,True,False,False,0
23,90092,108544,613,4,2,5.63,36,0.73,1,1,1,False,True,False,False,False,True,True,False,False,False,True,False,0
44,93121,224166,516,14,1,21.74,60,0.67,0,1,0,False,False,True,True,False,False,False,False,False,False,True,False,0
61,134570,149442,437,2,3,11.0,60,0.61,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,0
54,30731,116037,739,1,3,11.92,60,0.38,1,1,1,True,False,False,False,False,False,False,False,False,False,False,True,0
46,32668,194910,701,96,2,12.51,24,0.74,0,1,1,False,True,False,True,False,False,True,False,False,False,False,False,0
52,142105,107352,832,14,1,21.95,60,0.49,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,0
51,114763,106890,396,113,3,15.05,24,0.18,1,1,1,True,False,False,False,False,False,False,False,False,True,False,False,0
53,67352,247267,390,9,3,8.47,36,0.88,0,0,1,False,False,False,False,False,False,False,True,False,False,True,False,0
32,23911,44071,630,105,1,9.12,36,0.44,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0
53,86094,91156,441,11,2,6.17,36,0.79,1,0,1,True,False,False,True,False,False,False,False,False,False,False,False,0
28,140294,199601,421,30,2,15.85,12,0.4,1,1,1,False,False,False,False,False,False,True,False,True,False,False,False,0
29,31118,181115,327,33,4,3.39,12,0.32,1,0,0,False,False,True,False,False,True,True,False,False,True,False,False,0
54,128241,225833,335,103,4,4.91,24,0.75,0,1,1,False,False,True,True,False,False,False,True,False,False,False,False,0
53,24074,238069,622,57,4,5.34,24,0.6,0,0,1,False,False,True,False,False,True,True,False,False,False,True,False,0
57,52436,89712,755,45,3,21.03,24,0.47,1,1,0,True,False,False,False,True,False,False,False,False,False,True,False,0
44,86804,197862,402,27,1,22.77,48,0.45,0,0,1,False,True,False,False,True,False,False,False,False,False,False,True,0
67,148267,169996,404,1,1,18.69,24,0.41,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,0
19,117436,140722,404,68,3,11.33,48,0.38,1,0,1,True,False,False,False,False,False,True,False,False,False,True,False,0
25,62004,224706,639,39,3,6.43,12,0.35,0,1,0,False,False,False,False,False,True,False,False,False,False,True,False,0
48,71726,121258,338,16,1,16.39,24,0.43,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,0
32,96846,43894,719,80,4,22.74,12,0.57,1,1,1,False,False,False,False,True,False,True,False,True,False,False,False,0
40,32688,38395,554,66,1,15.38,60,0.69,1,0,1,False,False,True,False,True,False,False,True,False,False,False,True,0
36,131453,20855,724,17,1,20.17,36,0.53,1,1,0,False,False,True,False,True,False,True,False,False,False,True,False,0
21,36714,127709,363,83,2,23.13,36,0.43,1,0,1,False,False,True,False,False,False,True,False,True,False,False,False,0
68,30732,207059,478,51,2,9.72,36,0.89,0,0,0,False,False,True,False,True,False,False,True,False,False,True,False,0
56,52323,56245,452,35,2,6.01,12,0.22,0,1,0,True,False,False,False,False,False,True,False,False,False,False,True,0
67,113521,247698,838,90,2,8.83,12,0.15,1,1,0,False,False,True,False,True,False,False,True,False,True,False,False,0
39,125629,26024,679,116,3,3.73,24,0.88,1,1,0,False,False,False,False,True,False,False,False,False,False,True,False,0
43,68287,229392,403,86,2,14.94,60,0.56,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,0
28,38819,120117,716,28,4,16.55,24,0.65,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0
34,98561,33481,849,115,4,14.53,60,0.6,0,0,1,True,False,False,False,True,False,False,True,False,False,False,True,0
63,42751,218896,705,6,3,10.86,36,0.12,0,1,0,True,False,False,False,False,False,True,False,False,True,False,False,0
44,68154,22814,416,98,1,11.5,36,0.88,1,1,0,False,False,False,False,False,True,True,False,False,False,True,False,0
63,71816,226129,594,86,4,17.73,12,0.2,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,0
25,80266,40919,498,63,3,11.49,60,0.37,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,0
20,69877,72320,522,102,1,15.78,12,0.18,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,0
32,65173,139678,688,115,4,16.0,12,0.57,1,1,1,False,True,False,False,True,False,False,True,False,True,False,False,0
20,57062,46811,343,118,4,24.65,12,0.78,0,0,1,False,True,False,False,True,False,False,True,False,False,False,True,0
65,105734,27657,625,86,2,13.43,36,0.79,1,0,0,False,True,False,True,False,False,False,True,False,False,False,True,0
47,127457,39346,319,57,1,16.0,48,0.62,1,1,1,True,False,False,True,False,False,False,True,False,True,False,False,0
43,110988,204685,846,21,3,4.61,60,0.15,1,0,0,False,True,False,False,False,True,False,True,False,False,True,False,0
48,128396,129764,379,14,1,19.96,36,0.28,0,0,1,False,False,True,False,True,False,False,True,False,False,True,False,0
48,67084,139963,382,87,4,3.51,60,0.48,0,0,1,True,False,False,False,False,True,True,False,True,False,False,False,0
67,92598,97626,831,51,2,23.58,12,0.4,0,0,0,True,False,False,False,True,False,False,False,False,False,True,False,0
19,93598,232551,302,23,2,2.87,36,0.47,0,1,0,False,False,False,False,True,False,False,False,True,False,False,False,0
34,76858,121580,511,100,1,16.09,36,0.12,1,1,0,False,False,True,False,False,False,False,True,False,True,False,False,0
40,44709,161950,697,8,2,18.88,24,0.13,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,0
44,96776,53729,387,87,1,2.17,24,0.82,1,1,0,False,False,True,False,False,False,True,False,False,False,False,False,0
51,37818,101515,356,91,2,18.73,36,0.52,1,0,0,False,True,False,False,False,True,False,True,False,False,False,True,0
50,131998,168174,707,52,3,16.55,48,0.82,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,0
60,120712,203169,781,22,2,2.73,36,0.23,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0
49,55509,61601,685,52,2,10.34,60,0.31,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,0
23,111009,165404,313,44,4,24.33,60,0.47,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,0
52,96668,171706,595,98,2,16.21,24,0.89,1,1,1,False,True,False,False,False,True,False,False,False,False,True,False,0
29,76155,79956,686,75,2,23.54,24,0.21,0,1,0,False,False,False,False,True,False,False,False,True,False,False,False,0
34,148020,80180,647,35,2,4.8,36,0.29,0,0,1,True,False,False,False,True,False,True,False,True,False,False,False,0
56,104132,207524,418,35,1,3.67,36,0.66,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,0
57,62002,113959,563,89,1,7.18,60,0.37,0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,0
23,148213,87206,589,115,2,24.28,24,0.28,0,0,0,False,False,True,False,True,False,False,True,False,True,False,False,0
61,30495,7919,664,100,2,4.57,24,0.13,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,0
57,89561,210049,767,92,2,14.11,12,0.7,0,0,1,False,False,False,False,True,False,False,True,True,False,False,False,0
49,147651,38212,698,67,1,21.94,36,0.88,1,1,0,False,True,False,True,False,False,False,True,True,False,False,False,0
53,104313,224127,442,19,2,23.05,12,0.3,0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,0
25,128287,213366,752,111,1,20.54,60,0.57,0,0,0,False,False,True,False,False,False,True,False,False,True,False,False,0
18,66403,199800,492,62,2,10.9,24,0.81,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0
48,60003,44481,422,30,4,5.79,36,0.69,1,0,0,False,False,True,False,True,False,True,False,False,True,False,False,0
50,94620,30240,597,42,3,3.81,24,0.31,0,0,1,True,False,False,True,False,False,False,False,False,False,False,False,0
57,58253,84742,829,32,3,20.65,48,0.61,0,1,1,False,True,False,False,True,False,False,False,False,True,False,False,0
57,103524,57766,711,115,4,13.73,60,0.85,0,0,1,False,False,True,True,False,False,False,True,False,False,True,False,0
29,114283,68848,831,12,3,11.04,36,0.17,1,1,1,False,False,True,False,False,False,False,False,False,False,True,False,0
26,40333,242426,604,109,1,2.26,24,0.81,0,1,1,False,True,False,False,False,True,True,False,False,False,False,True,0
36,87513,176270,665,10,2,14.58,24,0.16,1,1,0,False,True,False,True,False,False,False,False,False,False,True,False,0
43,118602,101485,731,55,3,7.44,12,0.44,0,1,0,True,False,False,False,True,False,False,False,False,True,False,False,0
33,59063,104138,497,64,2,20.88,24,0.33,0,1,0,False,False,True,False,False,True,False,True,False,False,True,False,0
18,26543,139408,624,63,2,9.05,60,0.82,0,1,0,False,True,False,False,False,True,True,False,False,True,False,False,0
52,67565,242523,474,25,1,12.04,60,0.2,0,0,0,True,False,False,False,False,True,False,True,False,False,True,False,0
53,102373,170357,516,33,3,4.17,24,0.36,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,0
37,129012,99049,598,9,1,11.84,60,0.82,0,1,1,False,False,True,False,False,True,True,False,False,False,False,False,0
43,76123,171055,471,114,1,21.73,48,0.59,1,1,0,False,False,False,False,False,False,False,True,True,False,False,False,0
39,54221,28068,741,44,2,15.23,36,0.76,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,0
39,64577,10239,432,5,3,5.89,60,0.57,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,0
45,65072,139272,364,68,2,10.52,12,0.45,0,1,1,False,False,True,False,False,False,False,False,False,False,False,True,0
43,112851,21931,706,52,2,15.48,36,0.88,0,1,1,False,False,True,False,False,True,False,False,False,False,True,False,0
40,42905,65311,513,99,3,20.73,12,0.26,0,1,1,False,True,False,True,False,False,False,True,True,False,False,False,0
30,121101,212975,847,4,4,10.19,24,0.58,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,0
68,148056,167952,583,53,1,2.17,36,0.17,1,1,1,False,False,True,False,True,False,False,False,False,True,False,False,0
39,148311,175763,564,105,4,2.12,24,0.74,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,0
33,96622,114595,393,65,4,22.9,12,0.12,0,1,1,True,False,False,True,False,False,True,False,False,True,False,False,0
52,30293,208676,672,115,3,13.31,24,0.48,0,1,1,True,False,False,False,False,False,False,False,False,True,False,False,0
32,37498,176757,322,116,2,19.09,36,0.15,0,1,1,True,False,False,True,False,False,False,True,False,False,True,False,0
26,146267,43514,744,51,2,23.7,12,0.59,1,1,1,False,True,False,False,False,False,False,True,False,False,False,False,0
38,28991,130409,545,45,4,3.79,24,0.36,1,1,1,False,True,False,True,False,False,False,False,False,True,False,False,0
55,67137,33741,575,112,3,2.86,24,0.84,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,0
52,22824,107020,758,37,2,15.92,48,0.35,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,0
18,101099,8084,724,102,1,16.95,48,0.85,1,1,0,False,False,False,False,False,False,False,False,False,False,True,False,0
37,44566,14636,566,86,4,7.59,24,0.89,0,1,1,False,False,True,False,False,False,True,False,False,False,False,True,0
38,149831,159369,795,101,2,19.59,12,0.61,0,1,0,False,False,False,False,False,False,False,True,False,False,False,True,0
27,110858,185068,522,97,2,8.2,60,0.3,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,0
56,39603,76817,483,92,4,3.94,12,0.39,1,0,0,False,False,False,False,False,True,False,True,False,False,True,False,0
65,74066,214222,616,112,1,7.56,48,0.49,1,0,1,False,False,True,False,True,False,True,False,False,False,False,False,0
45,37154,49666,398,22,3,4.28,36,0.59,1,1,0,False,False,True,True,False,False,False,False,True,False,False,False,0
30,138092,142348,488,110,3,11.12,36,0.3,0,1,1,False,True,False,False,False,True,False,True,True,False,False,False,0
62,52831,145957,645,11,2,9.96,36,0.88,1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,0
33,147989,139022,816,110,4,20.6,48,0.69,0,1,0,False,False,False,True,False,False,True,False,False,True,False,False,0
22,109675,237183,532,73,3,12.38,36,0.27,0,1,1,True,False,False,False,True,False,False,False,False,False,False,False,0
50,79827,244312,643,61,2,13.32,24,0.52,1,0,0,False,False,False,False,False,False,True,False,True,False,False,False,0
57,105522,93885,324,104,3,6.59,36,0.59,1,1,1,False,False,False,False,True,False,False,False,False,True,False,False,0
41,108463,189569,731,94,4,7.27,12,0.45,0,0,0,False,False,True,False,False,False,False,True,False,True,False,False,0
47,17653,36183,346,23,4,9.76,12,0.75,0,1,0,False,False,False,False,False,False,True,False,False,False,True,False,0
53,41498,39827,713,85,4,11.01,60,0.55,1,0,0,False,False,False,True,False,False,True,False,False,True,False,False,0
60,52033,123732,810,81,2,10.54,12,0.48,1,1,1,False,True,False,True,False,False,True,False,False,True,False,False,0
45,16321,82825,626,26,1,6.17,60,0.22,1,1,1,True,False,False,False,False,True,False,True,False,False,True,False,0
65,99840,198041,343,101,3,16.15,60,0.28,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,0
51,47012,94091,565,84,2,13.36,36,0.62,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,0
42,113758,69052,833,113,1,8.71,60,0.21,1,1,0,False,False,False,True,False,False,True,False,True,False,False,False,0
59,115746,203786,417,18,1,12.88,12,0.6,1,0,0,False,False,True,False,True,False,False,True,False,True,False,False,0
19,78772,225150,780,51,1,5.46,36,0.8,1,0,0,False,False,False,True,False,False,True,False,True,False,False,False,0
36,134198,182089,709,115,1,9.72,48,0.62,1,0,0,False,False,False,True,False,False,False,True,True,False,False,False,0
61,148736,200478,451,111,2,13.15,12,0.71,0,1,0,True,False,False,False,False,True,True,False,False,True,False,False,0
22,121441,237682,382,45,4,14.96,12,0.2,1,0,1,False,False,True,False,True,False,True,False,False,True,False,False,0
34,91201,225651,491,18,2,7.51,24,0.23,1,0,1,False,False,True,False,False,False,False,False,False,False,True,False,0
61,145527,160554,667,82,3,5.86,24,0.33,0,1,0,False,True,False,False,True,False,False,False,True,False,False,False,0
59,140872,87460,651,82,3,2.28,60,0.42,0,1,0,False,True,False,False,True,False,False,False,False,False,False,True,0
19,121095,132123,390,79,3,2.75,24,0.34,1,0,0,False,False,False,True,False,False,True,False,False,False,False,True,0
24,106397,221864,823,19,2,18.09,12,0.58,1,0,0,False,True,False,False,True,False,True,False,False,False,False,True,0
51,86198,57856,587,32,3,3.41,60,0.37,1,1,0,False,True,False,True,False,False,False,False,False,False,False,True,0
54,40300,151830,391,28,1,10.01,60,0.2,1,0,1,True,False,False,False,False,False,False,True,False,False,False,True,0
66,116614,218724,466,95,4,9.58,36,0.72,0,0,1,True,False,False,True,False,False,True,False,False,False,False,False,0
43,74664,12195,795,84,2,19.66,60,0.6,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,0
56,131733,50041,772,34,3,3.51,12,0.24,1,0,1,True,False,False,True,False,False,False,False,False,False,False,True,0
60,140328,132121,848,12,1,22.07,24,0.21,1,1,0,False,True,False,False,False,True,True,False,False,True,False,False,0
49,80394,11785,498,67,4,20.42,36,0.86,0,1,0,True,False,False,False,True,False,False,False,False,False,True,False,0
68,75543,93903,333,111,1,15.65,48,0.42,1,0,0,False,False,False,True,False,False,True,False,False,False,True,False,0
48,83812,17931,687,67,2,18.53,12,0.37,1,1,1,True,False,False,True,False,False,True,False,False,False,False,False,0
35,104172,31325,832,64,3,7.43,36,0.9,1,1,0,False,False,True,False,False,True,True,False,False,False,False,True,0
35,112008,196864,467,78,3,10.04,24,0.64,1,1,1,False,False,True,False,False,False,True,False,False,False,False,False,0
59,22475,242719,446,45,3,13.45,48,0.49,0,1,1,False,False,True,False,False,False,True,False,False,True,False,False,0
53,110776,150204,565,60,4,3.76,12,0.35,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0
22,70930,187167,421,111,2,13.02,24,0.69,1,1,0,False,True,False,False,False,True,False,True,False,False,False,True,0
35,51732,173723,473,11,1,11.73,48,0.84,1,1,0,True,False,False,False,True,False,False,True,False,True,False,False,0
34,71385,19433,746,27,3,2.65,12,0.5,0,1,1,True,False,False,False,True,False,False,False,False,False,False,False,0
